kinematics,detector,deltaBinCenter,efficiency,efficiencyErrorMax,efficiencyErrorUp,efficiencyErrorLo,nShould,nDid,goodEvents
LH2_Q2_10_large_collimator,pCer,5.25,1,0.0204732,0,0.0204732,89,89,81
LH2_Q2_10_large_collimator,pCer,5.75,1,0.0216785,0,0.0216785,84,84,78
LH2_Q2_10_large_collimator,pCer,6.25,1,0.0368748,0,0.0368748,49,49,46
LH2_Q2_10_large_collimator,pCer,6.75,1,0.0335184,0,0.0335184,54,54,50
LH2_Q2_10_large_collimator,pCer,7.25,1,0.0461088,0,0.0461088,39,39,38
LH2_Q2_10_large_collimator,pCer,7.75,1,0.115502,0,0.115502,15,15,14
LH2_Q2_10_large_collimator,pCer,8.25,1,0.841345,0,0.841345,1,1,1
LH2_Q2_10_large_collimator,pCer,8.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,9.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,9.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,10.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,10.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,11.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,11.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,12.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,12.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,13.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,13.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,14.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,pCer,14.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-9.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-9.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-8.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-8.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-7.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-7.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-6.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-6.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-5.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-5.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,-4.75,1,0.368878,0,0.368878,4,4,4
LH2_Q2_10_large_collimator,hCal,-4.25,1,0.168149,0,0.168149,10,10,9
LH2_Q2_10_large_collimator,hCal,-3.75,0.95122,0.0607431,0.0314448,0.0607431,41,39,36
LH2_Q2_10_large_collimator,hCal,-3.25,1,0.0211797,0,0.0211797,86,86,79
LH2_Q2_10_large_collimator,hCal,-2.75,1,0.0130641,0,0.0130641,140,140,129
LH2_Q2_10_large_collimator,hCal,-2.25,0.993827,0.0140506,0.00510703,0.0140506,162,161,148
LH2_Q2_10_large_collimator,hCal,-1.75,0.988764,0.0146269,0.00725411,0.0146269,178,176,160
LH2_Q2_10_large_collimator,hCal,-1.25,1,0.0130641,0,0.0130641,140,140,132
LH2_Q2_10_large_collimator,hCal,-0.75,1,0.00959255,0,0.00959255,191,191,177
LH2_Q2_10_large_collimator,hCal,-0.25,0.994709,0.0120609,0.00437738,0.0120609,189,188,171
LH2_Q2_10_large_collimator,hCal,0.25,1,0.0128813,0,0.0128813,142,142,132
LH2_Q2_10_large_collimator,hCal,0.75,0.986395,0.0176625,0.00878304,0.0176625,147,145,130
LH2_Q2_10_large_collimator,hCal,1.25,0.992754,0.0164649,0.00599532,0.0164649,138,137,130
LH2_Q2_10_large_collimator,hCal,1.75,1,0.0141701,0,0.0141701,129,129,117
LH2_Q2_10_large_collimator,hCal,2.25,1,0.0141701,0,0.0141701,129,129,122
LH2_Q2_10_large_collimator,hCal,2.75,1,0.0156121,0,0.0156121,117,117,114
LH2_Q2_10_large_collimator,hCal,3.25,1,0.016449,0,0.016449,111,111,99
LH2_Q2_10_large_collimator,hCal,3.75,0.99115,0.0200542,0.00732193,0.0200542,113,112,103
LH2_Q2_10_large_collimator,hCal,4.25,1,0.0209388,0,0.0209388,87,87,80
LH2_Q2_10_large_collimator,hCal,4.75,1,0.016902,0,0.016902,108,108,102
LH2_Q2_10_large_collimator,hCal,5.25,1,0.0204732,0,0.0204732,89,89,81
LH2_Q2_10_large_collimator,hCal,5.75,1,0.0216785,0,0.0216785,84,84,78
LH2_Q2_10_large_collimator,hCal,6.25,1,0.0368748,0,0.0368748,49,49,46
LH2_Q2_10_large_collimator,hCal,6.75,1,0.0335184,0,0.0335184,54,54,50
LH2_Q2_10_large_collimator,hCal,7.25,1,0.0461088,0,0.0461088,39,39,38
LH2_Q2_10_large_collimator,hCal,7.75,1,0.115502,0,0.115502,15,15,14
LH2_Q2_10_large_collimator,hCal,8.25,1,0.841345,0,0.841345,1,1,1
LH2_Q2_10_large_collimator,hCal,8.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,9.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,9.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,10.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,10.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,11.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,11.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,12.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,12.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,13.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,13.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,14.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCal,14.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-9.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-9.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-8.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-8.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-7.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-7.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-6.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-6.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-5.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-5.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,-4.75,1,0.368878,0,0.368878,4,4,4
LH2_Q2_10_large_collimator,hCer,-4.25,1,0.168149,0,0.168149,10,10,9
LH2_Q2_10_large_collimator,hCer,-3.75,1,0.0461088,0,0.0461088,39,39,36
LH2_Q2_10_large_collimator,hCer,-3.25,0.977273,0.0291903,0.0146662,0.0291903,88,86,79
LH2_Q2_10_large_collimator,hCer,-2.75,1,0.0130641,0,0.0130641,140,140,129
LH2_Q2_10_large_collimator,hCer,-2.25,0.993827,0.0140506,0.00510703,0.0140506,162,161,148
LH2_Q2_10_large_collimator,hCer,-1.75,1,0.0104058,0,0.0104058,176,176,160
LH2_Q2_10_large_collimator,hCer,-1.25,1,0.0130641,0,0.0130641,140,140,132
LH2_Q2_10_large_collimator,hCer,-0.75,0.994792,0.0118741,0.00430898,0.0118741,192,191,177
LH2_Q2_10_large_collimator,hCer,-0.25,1,0.00974488,0,0.00974488,188,188,171
LH2_Q2_10_large_collimator,hCer,0.25,1,0.0128813,0,0.0128813,142,142,132
LH2_Q2_10_large_collimator,hCer,0.75,0.993151,0.0155729,0.00566677,0.0155729,146,145,130
LH2_Q2_10_large_collimator,hCer,1.25,1,0.0133482,0,0.0133482,137,137,130
LH2_Q2_10_large_collimator,hCer,1.75,0.992308,0.0174652,0.00636432,0.0174652,130,129,117
LH2_Q2_10_large_collimator,hCer,2.25,0.984733,0.0197813,0.00985512,0.0197813,131,129,122
LH2_Q2_10_large_collimator,hCer,2.75,1,0.0156121,0,0.0156121,117,117,114
LH2_Q2_10_large_collimator,hCer,3.25,1,0.016449,0,0.016449,111,111,99
LH2_Q2_10_large_collimator,hCer,3.75,1,0.0163033,0,0.0163033,112,112,103
LH2_Q2_10_large_collimator,hCer,4.25,0.988636,0.0256444,0.00940245,0.0256444,88,87,80
LH2_Q2_10_large_collimator,hCer,4.75,0.981818,0.0234773,0.0117352,0.0234773,110,108,102
LH2_Q2_10_large_collimator,hCer,5.25,1,0.0204732,0,0.0204732,89,89,81
LH2_Q2_10_large_collimator,hCer,5.75,0.976744,0.0298505,0.015007,0.0298505,86,84,78
LH2_Q2_10_large_collimator,hCer,6.25,1,0.0368748,0,0.0368748,49,49,46
LH2_Q2_10_large_collimator,hCer,6.75,1,0.0335184,0,0.0335184,54,54,50
LH2_Q2_10_large_collimator,hCer,7.25,1,0.0461088,0,0.0461088,39,39,38
LH2_Q2_10_large_collimator,hCer,7.75,1,0.115502,0,0.115502,15,15,14
LH2_Q2_10_large_collimator,hCer,8.25,1,0.841345,0,0.841345,1,1,1
LH2_Q2_10_large_collimator,hCer,8.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,9.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,9.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,10.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,10.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,11.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,11.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,12.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,12.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,13.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,13.75,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,14.25,0,1,1,0,0,0,0
LH2_Q2_10_large_collimator,hCer,14.75,0,1,1,0,0,0,0
